MODELYEAR,MAKE,ENGINESIZE,CYLINDERS,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,TOYOTA,2.5,4,10,7.6,8.9,205
2014,TOYOTA,2.5,4,10.4,8.1,9.4,216
2014,TOYOTA,2.5,4,10.6,8.2,9.5,218
2014,TOYOTA,5.7,8,19,13.9,16.7,384
2014,TOYOTA,3.5,6,12.9,9.4,11.3,260
2014,TOYOTA,3.5,6,14.2,10.3,12.4,285
2014,TOYOTA,2.7,4,12.2,9.3,10.9,251
2014,TOYOTA,2.7,4,11.3,8.9,10.2,235
2014,TOYOTA,4,6,14.5,11.3,13.1,301
2014,TOYOTA,2.7,4,13.1,10.5,11.9,274
2014,TOYOTA,2.7,4,12.8,10.6,11.8,271
2014,TOYOTA,4,6,14.7,11.5,13.3,306
2014,TOYOTA,4,6,15.3,12.3,14,322
2014,TOYOTA,4,6,14.8,11.8,13.5,310
2014,TOYOTA,4.6,8,15.9,12.3,14.3,329
2014,TOYOTA,5.7,8,17.6,12.9,15.5,356
2014,TOYOTA,4.6,8,16.9,12.8,15.1,347
2014,TOYOTA,5.7,8,18.1,13.9,16.2,373
2014,TOYOTA,2.7,4,11.4,8.2,10,230
2014,TOYOTA,3.5,6,12.6,9.1,11,253
2014,TOYOTA,2.7,4,11.6,8.5,10.2,235
2014,TOYOTA,3.5,6,12.9,9.4,11.3,260
2014,TOYOTA,1.5,4,7.9,6.6,7.3,168
2014,TOYOTA,1.5,4,7.8,6.3,7.1,163
2014,VOLKSWAGEN,1.8,4,9.5,7.2,8.5,196
2014,VOLKSWAGEN,1.8,4,9.9,7.2,8.7,200
2014,VOLKSWAGEN,2,4,10.3,7.7,9.1,209
2014,VOLKSWAGEN,2,4,10.8,7.6,9.4,216
2014,VOLKSWAGEN,2.5,5,10.9,8.4,9.8,225
2014,VOLKSWAGEN,2.5,5,11.2,7.7,9.6,221
2014,VOLKSWAGEN,1.8,4,9.8,7.3,8.7,200
2014,VOLKSWAGEN,2,4,10.3,8.1,9.3,214
2014,VOLKSWAGEN,2,4,10.8,7.6,9.4,216
2014,VOLKSWAGEN,2.5,5,11.2,8.7,10.1,232
2014,VOLKSWAGEN,2,4,8.2,6.1,7.3,197
2014,VOLKSWAGEN,2,4,8.5,5.8,7.3,197
2014,VOLKSWAGEN,2,4,11.1,7.9,9.7,223
2014,VOLKSWAGEN,2,4,11.6,7.7,9.8,225
2014,VOLKSWAGEN,3.6,6,14.3,9.8,12.3,283
2014,VOLKSWAGEN,2,4,10.9,8,9.6,221
2014,VOLKSWAGEN,2.5,5,11,7.7,9.5,218
2014,VOLKSWAGEN,2.5,5,11.2,7.3,9.4,216
2014,VOLKSWAGEN,2,4,8.2,6,7.2,194
2014,VOLKSWAGEN,2,4,7.9,5.6,6.9,186
2014,VOLKSWAGEN,1.8,4,9.5,6.7,8.2,189
2014,VOLKSWAGEN,1.8,4,9.4,6.7,8.2,189
2014,VOLKSWAGEN,2,4,10.6,8,9.4,216
2014,VOLKSWAGEN,2,4,10.4,7.2,9,207
2014,VOLKSWAGEN,2,4,10.2,7.5,9,207
2014,VOLKSWAGEN,2,4,10.6,7.4,9.2,212
2014,VOLKSWAGEN,2,4,7.9,5.7,6.9,186
2014,VOLKSWAGEN,2,4,7.9,5.6,6.9,186
2014,VOLKSWAGEN,1.4,4,5.6,5.2,5.4,124
2014,VOLKSWAGEN,1.8,4,9.9,6.9,8.6,198
2014,VOLKSWAGEN,1.8,4,10,6.9,8.6,198
2014,VOLKSWAGEN,2.5,5,11,8,9.7,223
2014,VOLKSWAGEN,2.5,5,11.4,7.8,9.8,225
2014,VOLKSWAGEN,3.6,6,12.4,8.8,10.8,248
2014,VOLKSWAGEN,2,4,8.1,5.9,7.1,192
2014,VOLKSWAGEN,2,4,8,5.4,6.8,184
2014,VOLKSWAGEN,3.6,6,14.2,9.5,12.1,278
2014,VOLKSWAGEN,2,4,11.7,9.5,10.7,246
2014,VOLKSWAGEN,2,4,13.6,9.2,11.6,267
2014,VOLKSWAGEN,2,4,11.7,9.4,10.7,246
2014,VOLKSWAGEN,3.6,6,13.8,10.3,12.2,281
2014,VOLKSWAGEN,3,6,12.3,8,10.4,281
2014,VOLVO,2.5,5,11.3,7.8,9.7,223
2014,VOLVO,2.5,5,11.6,8.3,10.1,232
2014,VOLVO,3,6,13.2,9.5,11.5,264
2014,VOLVO,3.2,6,11.9,8.1,10.2,235
2014,VOLVO,3,6,13.2,9.5,11.5,264
2014,VOLVO,3.2,6,13,8.9,11.2,258
2014,VOLVO,3,6,13.4,9.8,11.8,271
2014,VOLVO,3.2,6,13.2,9.5,11.5,264
2014,VOLVO,3,6,13.4,9.8,11.8,271
2014,VOLVO,3.2,6,12.9,9.3,11.3,260
2014,VOLVO,3.2,6,14.9,10.2,12.8,294
